departamento,año,codigo_establecimiento,codigo_departamento,codigo_distrito,distrito,codigo_zona,zona,codigo_barrio_localidad,localidad,codigo_institucion,institucion,sector,anho_cod_geo,primer_grado_hombre,primer_grado_mujer,segundo_grado_hombre,segundo_grado_mujer,tercer_grado_hombre,tercer_grado_mujer,cuarto_grado_hombre,cuarto_grado_mujer,quinto_grado_hombre,quinto_grado_mujer,sexto_grado_hombre,sexto_grado_mujer,septimo_grado_hombre,septimo_grado_mujer,octavo_grado_hombre,octavo_grado_mujer,noveno_grado_hombre,noveno_grado_mujer,total_matriculados_hombre,total_matriculados_mujer
Alto Paraná,2020,1007005,10,7,Juan E. O'Leary,2,Rural,7539,TACUARA NORTE,7014,ESCUELA BÁSICA N° 2699 NUESTRA SEÑORA DEL ROSARIO,Oficial,,4,2,8,0,8,5,4,7,6,7,6,6,0,0,0,0,0,0,36,27
Alto Paraná,2020,1007034,10,7,Juan E. O'Leary,2,Rural,7531,TAKUARO SUR,7044,ESCUELA BÁSICA N° 4088 CARLOS DIOSNEL ROA MELGAREJO,Oficial,,11,9,4,5,6,8,9,10,6,5,5,5,7,9,5,9,6,8,59,68
Alto Paraná,2020,1007028,10,7,Juan E. O'Leary,2,Rural,7531,TAKUARO SUR,7037,ESCUELA BÁSICA N° 5474 SAN VICENTE FERRER,Oficial,,7,9,12,10,8,9,8,10,4,4,10,10,11,9,12,6,6,7,78,74
Alto Paraná,2020,1007020,10,7,Juan E. O'Leary,2,Rural,7527,VIRGEN DEL FATIMA,7042,COLEGIO NACIONAL KA'A JOVÁI,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,9,8,10,13,7,11,26,32
Alto Paraná,2020,1007020,10,7,Juan E. O'Leary,2,Rural,7527,VIRGEN DEL FATIMA,7029,ESCUELA BÁSICA N° 1765 VIRGEN DEL CARMEN,Oficial,,5,2,4,1,2,5,3,7,0,1,2,3,0,0,0,0,0,0,16,19
Alto Paraná,2020,1007015,10,7,Juan E. O'Leary,2,Rural,7527,VIRGEN DEL FATIMA,7024,ESCUELA BÁSICA N° 2672 VIRGEN DE FÁTIMA,Oficial,,3,4,7,2,5,2,6,5,4,4,5,2,0,0,0,0,0,0,30,19
Alto Paraná,2020,1007008,10,7,Juan E. O'Leary,2,Rural,7542,VIRGEN INMACULADA CONCEPCION,7017,ESCUELA BÁSICA N° 3483 SAGRADA FAMILIA,Oficial,,4,2,1,1,0,4,2,3,5,1,5,6,0,0,0,0,0,0,17,17
Alto Paraná,2020,1007026,10,7,Juan E. O'Leary,2,Rural,7536,VIRGEN REINA,7035,ESCUELA BÁSICA N° 5472 SAN FRANCISCO VIRGEN REINA,Oficial,,3,3,0,0,0,2,2,5,4,4,0,0,0,0,0,0,0,0,9,14
Alto Paraná,2020,1010023,10,10,Los Cedrales,2,Rural,7553,COLONIA PENGO SAN MIGUEL,7136,ESCUELA BÁSICA N° 2002 SAN MIGUEL ARCÁNGEL,Oficial,,4,1,3,4,2,1,2,2,1,5,1,2,0,1,5,1,0,3,18,20
Alto Paraná,2020,1010003,10,10,Los Cedrales,2,Rural,7555,LOS CEDRALES,7143,COLEGIO NACIONAL DE E.M.D. ARQ. DON TOMÁS ROMERO PEREIRA,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,11,17,20,15,16,17,47,49
Alto Paraná,2020,1010003,10,10,Los Cedrales,2,Rural,7555,LOS CEDRALES,7116,ESCUELA BÁSICA N° 1771 ARQ. DON TOMÁS ROMERO PEREIRA,Oficial,,31,17,25,21,30,29,16,25,30,18,25,14,7,10,9,8,1,7,174,149
Alto Paraná,2020,1010001,10,10,Los Cedrales,1,Urbana,7555,LOS CEDRALES,7114,ESCUELA BÁSICA N° 2904 NUESTRA SEÑORA DE LA ASUNCIÓN,Privado Subvencionado,,2,4,8,6,6,1,3,5,6,2,2,6,0,0,0,0,0,0,27,24
Alto Paraná,2020,1010001,10,10,Los Cedrales,1,Urbana,7555,LOS CEDRALES,7147,LICEO PRIVADO SUBVENCIONADO NUESTRA SEÑORA DE LA ASUNCIÓN,Privado Subvencionado,,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,6,3,11,4
Alto Paraná,2020,1010006,10,10,Los Cedrales,2,Rural,7552,MARIA AUXILIADORA,7119,ESCUELA BÁSICA N° 3605 MARÍA AUXILIADORA,Oficial,,3,1,2,0,5,3,5,4,1,6,1,5,7,4,7,2,5,5,36,30
Alto Paraná,2020,1010009,10,10,Los Cedrales,2,Rural,7557,SAN ISIDRO,7122,ESCUELA BÁSICA N° 2777 SAN ISIDRO LABRADOR,Oficial,,4,2,3,9,3,8,4,1,3,2,1,1,3,3,4,9,2,3,27,38
Alto Paraná,2020,1010010,10,10,Los Cedrales,2,Rural,7557,SAN ISIDRO,7123,ESCUELA BÁSICA N° 3232 MADRE PATRIA,Oficial,,5,5,1,3,3,5,6,4,4,1,3,1,7,8,10,9,5,8,44,44
Alto Paraná,2020,1010011,10,10,Los Cedrales,2,Rural,7557,SAN ISIDRO,7124,ESCUELA BÁSICA N° 3600 PROFESOR SATURNINO GUZMÁN DÁVALOS,Oficial,,11,8,4,8,9,8,7,5,10,9,3,5,9,7,7,9,13,8,73,67
Alto Paraná,2020,1010012,10,10,Los Cedrales,2,Rural,7557,SAN ISIDRO,7125,ESCUELA BÁSICA N° 3601 PARAGUAY - ESPAÑA,Oficial,,1,0,1,2,4,2,3,2,3,3,4,1,8,5,16,9,3,13,43,37
Alto Paraná,2020,1010014,10,10,Los Cedrales,2,Rural,7557,SAN ISIDRO,7127,ESCUELA BÁSICA N° 3602 FABIÁN CANTERO LEIVA,Oficial,,3,0,2,1,6,5,1,4,2,4,1,1,8,5,4,4,4,6,31,30
Alto Paraná,2020,1010013,10,10,Los Cedrales,2,Rural,7557,SAN ISIDRO,7126,ESCUELA BÁSICA N° 3603 SAGRADA FAMILIA,Oficial,,1,8,2,1,1,2,3,3,1,2,1,3,0,0,0,0,0,0,9,19
Alto Paraná,2020,1010018,10,10,Los Cedrales,2,Rural,7545,SAN JOSE,7131,ESCUELA BÁSICA N° 3599 SAN JOSÉ,Oficial,,4,3,4,2,0,1,4,3,2,3,2,1,0,0,0,0,0,0,16,13
Alto Paraná,2020,1010007,10,10,Los Cedrales,2,Rural,7548,SAN MIGUEL,7120,ESCUELA BÁSICA N° 3607 SAN MIGUEL,Oficial,,6,6,6,8,7,4,8,1,8,4,7,7,11,6,8,6,4,2,65,44
Alto Paraná,2020,1010017,10,10,Los Cedrales,2,Rural,7551,SOCIEGO,7130,ESCUELA BÁSICA N° 3609 SAN JORGE,Oficial,,0,3,0,3,1,2,2,0,0,1,2,1,0,0,0,0,0,0,5,10
Alto Paraná,2020,1017035,10,17,Mbaracayú,2,Rural,9121,ASENT. 1RO DE MAYO,7480,ESCUELA BÁSICA N° 7860 1° DE MAYO,Oficial,,6,1,2,7,6,2,5,2,3,5,6,4,0,0,0,0,0,0,28,21
Alto Paraná,2020,1005065,10,17,Mbaracayú,2,Rural,9128,BARRO NEGRO,6895,ESCUELA BÁSICA N° 8290 (EX 12187) SAN JUDAS TADEO,Oficial,,2,1,2,2,1,2,1,1,0,3,0,0,0,0,0,0,0,0,6,9
Alto Paraná,2020,1017004,10,17,Mbaracayú,2,Rural,9126,COLONIA GUARANI,7448,ESCUELA BÁSICA N° 5542 DOCTOR JOSÉ GASPAR RODRÍGUEZ DE FRANCIA,Oficial,,4,3,2,0,1,1,4,5,4,4,2,0,0,0,0,0,0,0,17,13
Alto Paraná,2020,1017012,10,17,Mbaracayú,2,Rural,9126,COLONIA GUARANI,7456,ESCUELA BÁSICA N° 5543 JOSÉ ASUNCIÓN FLORES,Oficial,,2,5,4,1,3,1,2,6,3,2,1,4,6,4,5,5,3,6,29,34
Alto Paraná,2020,1017022,10,17,Mbaracayú,2,Rural,9133,COM INDIG KIRITO - GLEVA 10,7466,ESCUELA BÁSICA N° 5780 ESTRELLA DE KIRITO,Oficial,,1,4,4,4,1,2,3,7,3,3,6,1,0,0,0,0,0,0,18,21
Alto Paraná,2020,1703736,10,17,Mbaracayú,2,Rural,51022,COM INDIG KIRITO - HUGUA'I,1000113,COLEGIO NACIONAL VERBO DIVINO,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,13,6,14,12,11,10,38,28
Alto Paraná,2020,1017038,10,17,Mbaracayú,2,Rural,51022,COM INDIG KIRITO - HUGUA'I,16665,ESCUELA BÁSICA N° 7843 KO'E PYAHU VERBO DIVINO,Oficial,,5,3,1,0,4,5,1,1,2,6,3,1,0,0,0,0,0,0,16,16
Alto Paraná,2020,1005067,10,17,Mbaracayú,2,Rural,9132,COM INDIG KIRITO - PINDO,6897,ESCUELA BASICA N° 3565 PINDO POTY,Oficial,,2,1,7,5,7,5,5,6,3,4,2,6,0,0,0,0,0,0,26,27
Alto Paraná,2020,1017027,10,17,Mbaracayú,2,Rural,9135,CRUCE MBARACAYU,7471,ESCUELA BÁSICA N° 2424 ACOSTA ÑÚ,Oficial,,1,0,0,0,1,2,1,2,1,0,1,2,0,0,0,0,0,0,5,6
Alto Paraná,2020,1005066,10,17,Mbaracayú,2,Rural,9131,FORTUNA,6896,ESCUELA BÁSICA N° 5532 SAN BLAS,Oficial,,1,4,2,2,4,2,0,2,1,3,2,1,0,0,0,0,0,0,10,14
Alto Paraná,2020,1017016,10,17,Mbaracayú,1,Urbana,9127,GENERAL DIAZ - URBANO,7476,COLEGIO NACIONAL GRAL. JOSÉ EDUVIGIS DÍAZ,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,12,3,3,9,4,12,19,24
Alto Paraná,2020,1017016,10,17,Mbaracayú,1,Urbana,9127,GENERAL DIAZ - URBANO,7460,ESCUELA BÁSICA N° 2428 VIRGEN DE SHOENSTATT,Oficial,,15,6,8,10,6,10,10,12,9,12,20,10,0,0,0,0,0,0,68,60
Alto Paraná,2020,1017018,10,17,Mbaracayú,2,Rural,9123,GLEVA 11 MBARACAYU,7462,ESCUELA BÁSICA N° 3348 SAN ANTONIO,Oficial,,1,0,2,2,2,0,1,0,4,2,1,0,0,0,0,0,0,0,11,4
Alto Paraná,2020,1017002,10,17,Mbaracayú,2,Rural,9125,MBARACAYU CENTRO SUB-URBANO,7446,COLEGIO NACIONAL MARISCAL FRANCISCO SOLANO LÓPEZ,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,11,6,10,10,8,4,29,20
Alto Paraná,2020,1017001,10,17,Mbaracayú,2,Rural,9125,MBARACAYU CENTRO SUB-URBANO,7445,ESCUELA BÁSICA N° 1520 CRISTO REDENTOR,Oficial,,6,6,7,5,7,4,4,5,6,6,5,13,0,0,0,0,0,0,35,39
Alto Paraná,2020,1017006,10,17,Mbaracayú,2,Rural,9138,PROCOPIO SUB-URBANO,7450,ESCUELA BÁSICA N° 5539 NIÑO JESÚS,Oficial,,4,1,5,1,3,0,1,0,4,1,3,4,0,0,0,0,0,0,20,7
Alto Paraná,2020,1017005,10,17,Mbaracayú,2,Rural,9129,PUERTO INDIO,12905,COLEGIO NACIONAL NUEVO PANAMBÍ,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,15,23,15,16,16,17,46,56
Alto Paraná,2020,1017030,10,17,Mbaracayú,2,Rural,9129,PUERTO INDIO,7474,ESCUELA BÁSICA N° 5537 MANUEL ORTÍZ GUERRERO,Oficial,,4,6,13,11,9,12,12,16,11,5,12,7,0,0,0,0,0,0,61,57
Alto Paraná,2020,1017034,10,17,Mbaracayú,2,Rural,9129,PUERTO INDIO,7479,ESCUELA BÁSICA N° 6170 SAN MIGUEL ARCANGEL,Oficial,,0,1,1,2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,2,7
Alto Paraná,2020,1017033,10,17,Mbaracayú,2,Rural,9129,PUERTO INDIO,7478,ESCUELA BÁSICA N° 7248 AGUSTÍN PIO BARRÍOS,Oficial,,1,4,3,2,0,2,5,4,0,1,5,6,0,0,0,0,0,0,14,19
Alto Paraná,2020,1011078,10,11,Minga Guazú,2,Rural,50953,ASENT. KUARAHY RESE,7236,ESCUELA BÁSICA N° 5501 SAN MARCOS,Oficial,,0,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4
Alto Paraná,2020,1011116,10,11,Minga Guazú,2,Rural,7572,ASENT. TAPYI,16400,ESCUELA BÁSICA N° 7643 DOCTOR JOSÉ GASPAR RODRÍGUEZ DE FRANCIA,Oficial,,3,4,5,4,4,5,4,7,4,10,6,3,0,0,0,0,0,0,26,33
Alto Paraná,2020,1011022,10,11,Minga Guazú,2,Rural,7564,CALLE 14 ACARAY,7169,ESCUELA BÁSICA N° 1528 CLARA NOCE DE CORONEL,Oficial,,12,13,24,12,20,20,18,9,11,11,11,14,0,0,0,0,0,0,96,79
Alto Paraná,2020,1011112,10,11,Minga Guazú,2,Rural,7560,CALLE 14 MONDAY,7222,COLEGIO NACIONAL COMENDADOR VENANCIO,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,8,17,11,10,17,13,36,40
Alto Paraná,2020,1011042,10,11,Minga Guazú,2,Rural,7560,CALLE 14 MONDAY,7189,ESCUELA BÁSICA N° 2963 SANTA ELENA,Oficial,,8,11,15,13,9,12,10,7,9,7,12,11,12,8,8,11,9,13,92,93
Alto Paraná,2020,1011043,10,11,Minga Guazú,2,Rural,7560,CALLE 14 MONDAY,7190,ESCUELA BÁSICA N° 2985 DRA. BERTA NANCY RIQUELME DE PISTILLI,Oficial,,23,15,12,15,17,12,15,9,11,12,12,10,0,0,0,0,0,0,90,73
Alto Paraná,2020,1011004,10,11,Minga Guazú,1,Urbana,7583,CALLE 16 ACARAY,7151,COLEGIO NACIONAL GRAL. BERNARDINO CABALLERO,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,32,34,34,37,34,31,100,102
Alto Paraná,2020,1011024,10,11,Minga Guazú,2,Rural,7583,CALLE 16 ACARAY,7171,ESCUELA BÁSICA N° 3857 DIVINO MAESTRO,Oficial,,4,4,4,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,13,13
Alto Paraná,2020,1011012,10,11,Minga Guazú,1,Urbana,7583,CALLE 16 ACARAY,7159,ESCUELA BÁSICA N° 3988 MADRE MAZZARELLO,Privado Subvencionado,,30,40,36,40,31,45,23,43,37,34,36,34,28,44,21,22,16,26,258,328
Alto Paraná,2020,1011003,10,11,Minga Guazú,1,Urbana,7583,CALLE 16 ACARAY,7150,ESCUELA BÁSICA N° 5495 PADRE GUIDO CORONEL,Oficial,,15,20,22,15,15,12,15,19,14,13,20,8,15,23,12,16,10,18,138,144
Alto Paraná,2020,1011097,10,11,Minga Guazú,1,Urbana,7583,CALLE 16 ACARAY,15262,ESCUELA BÁSICA N° 6655 HUELLAS DEL SABER,Privado,,13,10,10,5,12,6,9,5,8,3,5,10,3,5,8,7,7,15,75,66
Alto Paraná,2020,1011032,10,11,Minga Guazú,2,Rural,7606,CALLE 18 MONDAY,7179,ESCUELA BÁSICA N° 2962 DON GREGORIO GOROSTIAGA,Oficial,,1,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5
Alto Paraná,2020,1011008,10,11,Minga Guazú,2,Rural,7607,CALLE 20 ACARAY,7155,ESCUELA BÁSICA N° 2903 SALESIANA  DAMAS SALESIANAS,Privado Subvencionado,,41,30,31,32,26,19,22,29,32,31,22,27,22,20,27,16,25,28,248,232
Alto Paraná,2020,1011054,10,11,Minga Guazú,2,Rural,7585,CALLE 20 ACARAY SUB-URBANO,11017,COLEGIO NACIONAL ESPÍRITU SANTO,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,3,10,5
Alto Paraná,2020,1011011,10,11,Minga Guazú,2,Rural,7585,CALLE 20 ACARAY SUB-URBANO,7158,ESCUELA BÁSICA N° 3856 VALLE HERMOSO,Oficial,,16,24,15,6,15,16,16,12,14,7,10,15,13,11,9,9,10,5,118,105
Alto Paraná,2020,1011054,10,11,Minga Guazú,2,Rural,7585,CALLE 20 ACARAY SUB-URBANO,7201,ESCUELA BÁSICA N° 4089 ESPÍRITU SANTO,Oficial,,17,14,20,16,17,17,21,25,25,19,19,16,18,23,10,15,5,21,152,166
Alto Paraná,2020,1011009,10,11,Minga Guazú,2,Rural,50947,CALLE 20 MONDAY,7156,ESCUELA BÁSICA N° 1120 SALESIANA  MARÍA AUXILIADORA,Privado Subvencionado,,42,41,36,43,44,40,46,17,30,44,19,33,41,33,34,30,32,40,324,321
Alto Paraná,2020,1011010,10,11,Minga Guazú,2,Rural,7574,CALLE 20 MONDAY SUB-URBANO,7157,ESCUELA BÁSICA N° 3861 SAN CARLOS,Oficial,,14,22,28,25,22,17,15,10,14,10,13,15,15,14,18,19,10,13,149,145
Alto Paraná,2020,1011056,10,11,Minga Guazú,2,Rural,7574,CALLE 20 MONDAY SUB-URBANO,7203,ESCUELA BÁSICA N° 4037 ESPÍRITU SANTO,Privado,,3,4,6,4,2,2,0,1,1,1,1,0,0,2,0,1,1,2,14,17
Alto Paraná,2020,1011080,10,11,Minga Guazú,2,Rural,7574,CALLE 20 MONDAY SUB-URBANO,7238,ESCUELA BÁSICA N° 6008 SOR SERAFINA RODRÍGUEZ,Oficial,,11,10,15,9,13,11,9,7,10,3,8,8,15,4,9,9,5,8,95,69
Alto Paraná,2020,1011038,10,11,Minga Guazú,2,Rural,7589,CALLE 22  MONDAY,7185,ESCUELA BÁSICA N° 1524 ELOISA DUARTE,Oficial,,2,1,1,3,1,3,1,2,0,0,0,0,0,0,0,0,0,0,5,9
Alto Paraná,2020,1011104,10,11,Minga Guazú,2,Rural,50945,CALLE 22 ACARAY,15306,ESCUELA BÁSICA N° 6256 FABIO JESÚS ROMERO DEL PUERTO,Oficial,,8,9,12,6,8,5,8,9,7,6,9,2,9,7,4,4,6,5,71,53
Alto Paraná,2020,1011053,10,11,Minga Guazú,2,Rural,7580,CALLE 22 ACARAY SUB-URBANO,7200,ESCUELA BÁSICA N° 4024 PRIMER INTENDENTE MUNICIPAL,Oficial,,16,17,15,18,17,16,14,15,15,12,12,14,19,17,19,13,15,14,142,136
Alto Paraná,2020,1011121,10,11,Minga Guazú,2,Rural,7561,CALLE 22 MONDAY,16535,ESCUELA BÁSICA N° 7745 SAN MIGUEL,Oficial,,1,5,5,9,7,4,3,1,3,1,3,3,0,0,0,0,0,0,22,23
Alto Paraná,2020,1011023,10,11,Minga Guazú,2,Rural,50960,CALLE 24 ACARAY,7219,COLEGIO NACIONAL SANTO DOMINGO SAVIO,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,6,2,14,9
Alto Paraná,2020,1011023,10,11,Minga Guazú,2,Rural,50960,CALLE 24 ACARAY,7170,ESCUELA BÁSICA N° 1529 SANTO DOMINGO SAVIO,Oficial,,34,30,33,34,34,34,30,16,27,19,27,21,31,31,23,28,24,26,263,239
Alto Paraná,2020,1011087,10,11,Minga Guazú,2,Rural,7594,CALLE 24 ACARAY SUB-URBANO,10226,ESCUELA BÁSICA N° 6265 CRISTO REY,Oficial,,5,8,5,7,8,4,2,5,8,4,2,3,0,0,0,0,0,0,30,31
Alto Paraná,2020,1011037,10,11,Minga Guazú,2,Rural,7605,CALLE 24 MONDAY,7184,ESCUELA BÁSICA N° 1525 VIRGEN DE CAACUPÉ,Oficial,,10,11,14,9,10,14,9,9,14,8,15,5,13,13,7,13,9,12,101,94
Alto Paraná,2020,1011094,10,11,Minga Guazú,2,Rural,7605,CALLE 24 MONDAY,11179,ESCUELA BÁSICA N° 6007 SAN JUAN BOSCO,Oficial,,10,5,5,10,8,7,15,10,3,2,7,4,0,0,0,0,0,0,48,38
Alto Paraná,2020,1011019,10,11,Minga Guazú,2,Rural,7602,CALLE 26 ACARAY,7166,ESCUELA BÁSICA N° 2704 NIÑO JESÚS,Oficial,,15,7,12,8,19,10,9,9,12,13,10,11,14,14,7,16,8,15,106,103
Alto Paraná,2020,1011017,10,11,Minga Guazú,2,Rural,7602,CALLE 26 ACARAY,7164,ESCUELA BÁSICA N° 3858 SAN RAFAEL,Oficial,,3,5,2,6,5,5,4,4,1,2,5,2,0,0,0,0,0,0,20,24
Alto Paraná,2020,1011118,10,11,Minga Guazú,2,Rural,7602,CALLE 26 ACARAY,16409,ESCUELA BÁSICA N° 7650 SINFORIANO ROMERO,Oficial,,22,19,27,15,27,21,20,11,12,16,20,12,16,19,9,19,17,8,170,140
Alto Paraná,2020,1011083,10,11,Minga Guazú,2,Rural,7570,CALLE 28 ACARAY,7241,ESCUELA BÁSICA N° 6219 SANTA CECILIA,Oficial,,7,7,4,6,3,10,5,9,4,5,7,8,0,0,0,0,0,0,30,45
Alto Paraná,2020,1011035,10,11,Minga Guazú,2,Rural,7604,CALLE 28 MONDAY,7182,ESCUELA BÁSICA N° 3859 SAN CAYETANO,Oficial,,7,7,7,3,9,11,5,12,12,9,7,6,13,8,12,3,5,14,77,73
Alto Paraná,2020,1011074,10,11,Minga Guazú,2,Rural,7575,CALLE 30 ACARAY,7232,ESCUELA BÁSICA N° 5503 SAN JUAN BAUTISTA,Oficial,,6,2,5,7,4,6,6,3,5,5,2,2,0,0,0,0,0,0,28,25
Alto Paraná,2020,1011059,10,11,Minga Guazú,2,Rural,7571,CALLE 30 ACARAY SAN MARCOS SUB-URBANO,7206,ESCUELA BÁSICA N° 4025 ACOSTA ÑÚ,Oficial,,10,5,10,10,8,10,4,5,4,6,1,5,0,0,0,0,0,0,37,41
Alto Paraná,2020,1011025,10,11,Minga Guazú,2,Rural,7571,CALLE 30 ACARAY SAN MARCOS SUB-URBANO,7172,ESCUELA BÁSICA N° 4644 DON INOCENCIO CAREAGA DUARTE,Oficial,,6,9,7,9,4,8,8,10,8,4,7,4,10,6,4,6,8,3,62,59
Alto Paraná,2020,1011036,10,11,Minga Guazú,2,Rural,7595,CALLE 30 MONDAY,7183,ESCUELA BÁSICA N° 2965 SAN ROQUE,Oficial,,13,7,16,9,15,11,11,9,9,8,8,8,14,9,6,10,7,2,99,73
Alto Paraná,2020,1011109,10,11,Minga Guazú,2,Rural,7595,CALLE 30 MONDAY,13945,ESCUELA BÁSICA N° 7344 AUGUSTO ROA BASTOS,Oficial,,6,8,8,4,6,2,4,7,3,4,9,11,11,20,9,14,9,5,65,75
Alto Paraná,2020,1011122,10,11,Minga Guazú,2,Rural,7595,CALLE 30 MONDAY,16661,ESCUELA BÁSICA N° 7855 JUAN PABLO II,Oficial,,10,6,7,4,12,6,12,7,5,7,1,6,0,0,0,0,0,0,47,36
Alto Paraná,2020,1011081,10,11,Minga Guazú,2,Rural,7584,CALLE 32 ACARAY,7239,ESCUELA BÁSICA N° 6218 VIRGEN DE LAS MERCEDES,Oficial,,16,10,15,5,7,5,12,6,12,11,8,6,21,14,22,14,13,15,126,86
Alto Paraná,2020,1011006,10,11,Minga Guazú,1,Urbana,7581,CENTRO,7153,ESCUELA BÁSICA N° 2984 SALESIANO DON BOSCO,Privado Subvencionado,,41,48,49,39,47,40,40,37,41,38,52,36,50,40,38,48,42,49,400,375
Alto Paraná,2020,1011007,10,11,Minga Guazú,1,Urbana,7581,CENTRO,7154,ESCUELA BÁSICA N° 3863 NIÑO JESÚS,Privado Subvencionado,,3,2,1,3,1,1,2,3,0,3,3,2,6,1,2,2,1,2,19,19
Alto Paraná,2020,1011029,10,11,Minga Guazú,2,Rural,7569,COLONIA TRIUNFO,7176,ESCUELA BÁSICA N° 4094 ESTELA SILVERO,Oficial,,5,4,6,5,10,2,2,2,6,2,9,2,0,0,0,0,0,0,38,17
Alto Paraná,2020,1011126,10,11,Minga Guazú,2,Rural,50932,CONAVI,17035,ESCUELA BÁSICA N° 8037 CRISTIANA CIMA,Privado,,13,10,12,5,2,3,3,2,5,6,4,2,3,3,0,0,0,0,42,31
Alto Paraná,2020,1011052,10,11,Minga Guazú,1,Urbana,7597,FRACCION LAS GARDENIAS,7199,ESCUELA BÁSICA N° 5498 DOCTOR MANUEL DOMÍNGUEZ,Oficial,,21,19,18,16,10,11,12,13,19,19,15,12,14,8,10,10,10,13,129,121
Alto Paraná,2020,1011028,10,11,Minga Guazú,1,Urbana,50930,FRACCION LAS PALMERAS,7175,ESCUELA BÁSICA N° 5496 SANTA TERESITA,Oficial,,19,27,34,24,25,20,19,18,10,18,13,23,19,18,16,14,10,19,165,181
Alto Paraná,2020,1011113,10,11,Minga Guazú,1,Urbana,7562,FRACCION NORMA LUISA,7216,COLEGIO NACIONAL SAN ROQUE GONZÁLEZ DE SANTA CRUZ,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,14,6,13,10,16,13,43,29
Alto Paraná,2020,1011044,10,11,Minga Guazú,1,Urbana,7562,FRACCION NORMA LUISA,7191,ESCUELA BÁSICA N° 2971 ROQUE GONZÁLEZ DE SANTA CRUZ,Oficial,,62,61,70,53,55,57,64,59,52,63,51,61,43,49,40,44,17,50,454,497
Alto Paraná,2020,1011075,10,11,Minga Guazú,1,Urbana,7579,FRACCION SAN MIGUEL,7233,ESCUELA BÁSICA N° 6667 DIVINA MISERICORDIA,Oficial,,37,26,18,25,30,33,23,19,28,17,23,8,14,14,14,16,15,7,202,165
Alto Paraná,2020,1011098,10,11,Minga Guazú,1,Urbana,7565,JARDIN DEL ORIENTE,15263,ESCUELA BÁSICA N° 6487 JARDÍN DEL ORIENTE,Oficial,,43,28,31,41,45,29,39,29,37,21,38,28,44,37,31,38,36,42,344,293
Alto Paraná,2020,1011067,10,11,Minga Guazú,1,Urbana,7576,KAVURE'I,7224,ESCUELA BÁSICA N° 6668 SAN MIGUEL,Oficial,,19,13,20,15,12,11,19,14,19,10,13,15,14,14,8,15,9,13,133,120
Alto Paraná,2020,1011082,10,11,Minga Guazú,2,Rural,7598,KILOMETRO 30 PIROY SUB-URBANO,7240,ESCUELA BÁSICA N° 6278 SAN FRANCISCO DE SALES,Oficial,,32,27,25,28,31,24,25,27,27,16,20,13,20,17,8,17,8,7,196,176
Alto Paraná,2020,1011040,10,11,Minga Guazú,2,Rural,7559,KILOMETRO 30 SAN JORGE SUB-URBANO,7187,ESCUELA BÁSICA N° 3862 SAN JORGE,Oficial,,35,28,34,36,36,32,33,31,35,23,29,24,39,39,41,38,28,43,310,294
Alto Paraná,2020,1011005,10,11,Minga Guazú,1,Urbana,7573,MARIA AUXILIADORA,7152,ESCUELA BÁSICA N° 279 DOÑA DIONISIA ADELA SOSA DE FRANCO,Oficial,,49,35,59,40,33,31,35,29,34,27,32,33,17,16,12,11,9,10,280,232
Alto Paraná,2020,1011058,10,11,Minga Guazú,2,Rural,7603,NUEVO AMANECER,7205,ESCUELA BÁSICA N° 4643 SAN MIGUEL ARCÁNGEL,Oficial,,7,7,8,7,2,6,7,7,4,6,6,6,9,6,4,10,3,5,50,60
Alto Paraná,2020,1011055,10,11,Minga Guazú,2,Rural,7588,SAN FRANCISCO KILOMETRO 31,7202,ESCUELA BÁSICA N° 5504 SAN FRANCISCO DE ASÍS,Oficial,,10,10,12,6,8,7,10,7,9,7,5,7,6,5,1,6,4,10,65,65
Alto Paraná,2020,1011034,10,11,Minga Guazú,2,Rural,7596,SAN JUAN KILOMETRO 18 MONDAY,7181,ESCUELA BÁSICA N° 3542 JUANA MARÍA DE LARA,Oficial,,19,10,22,16,20,13,14,13,7,7,10,13,15,8,15,8,12,1,134,89
Alto Paraná,2020,1011026,10,11,Minga Guazú,1,Urbana,7586,SANTA MONICA,7173,ESCUELA BÁSICA N° 2968 SAN JUAN BAUTISTA DE LA SALLE,Oficial,,33,28,44,26,23,31,21,20,17,15,20,14,26,18,18,18,12,25,214,195
